,index,yr_released,report_year,race_ethnicity,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex,felony,max_sentence,crime_types_combined,crime_class_type_subtype
738,740,2010,2013,Black,1,Felony - Enhanced,Drug,Trafficking,Parole,5JD,1,1,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
739,741,2010,2013,White,0,D Felony,Drug,Trafficking,Parole,4JD,1,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
740,742,2010,2013,White,1,C Felony,Drug,Trafficking,Parole,2JD,0,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
741,743,2010,2013,White,1,C Felony,Drug,Trafficking,Parole,2JD,0,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
742,744,2010,2013,White,1,C Felony,Drug,Trafficking,Parole,2JD,0,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
743,745,2010,2013,White,1,C Felony,Drug,Trafficking,Parole,2JD,0,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
744,746,2010,2013,White,2,B Felony,Drug,Trafficking,Parole,1JD,1,1,0,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
745,747,2010,2013,White,0,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,1,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
746,748,2010,2013,White,1,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,1,0,0,1,5.0,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud
747,749,2010,2013,White,2,B Felony,Violent,Other Violent,Discharged – End of Sentence,unknown,0,0,0,1,50.0,Violent_Other Violent,B Felony_Violent_Other Violent
748,750,2010,2013,Black,3,D Felony,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,unknown,1,0,0,1,5.0,Public Order_Sex Offender Registry/Residency,D Felony_Public Order_Sex Offender Registry/Residency
749,751,2010,2013,White,3,D Felony,Drug,Drug Possession,Parole,1JD,1,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
750,752,2010,2013,White,3,C Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Sex,C Felony_Violent_Sex
751,753,2010,2013,White,3,C Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Sex,C Felony_Violent_Sex
752,754,2010,2013,White,3,C Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Sex,C Felony_Violent_Sex
753,755,2010,2013,White,3,C Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Sex,C Felony_Violent_Sex
754,756,2010,2013,White,3,C Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Sex,C Felony_Violent_Sex
755,757,2010,2013,White,3,C Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Sex,C Felony_Violent_Sex
756,758,2010,2013,White,3,C Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Sex,C Felony_Violent_Sex
757,759,2010,2013,White,3,C Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Sex,C Felony_Violent_Sex
758,760,2010,2013,White,3,C Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Sex,C Felony_Violent_Sex
759,761,2010,2013,White,3,C Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Sex,C Felony_Violent_Sex
760,762,2010,2013,White,3,C Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Sex,C Felony_Violent_Sex
761,763,2010,2013,White,3,C Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Sex,C Felony_Violent_Sex
762,764,2010,2013,White,3,C Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Sex,C Felony_Violent_Sex
763,765,2010,2013,White,3,C Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Sex,C Felony_Violent_Sex
764,766,2010,2013,White,3,C Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Sex,C Felony_Violent_Sex
765,767,2010,2013,White,3,C Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Sex,C Felony_Violent_Sex
766,768,2010,2013,Hispanic,2,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
767,769,2010,2013,Hispanic,2,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
768,770,2010,2013,Black,3,D Felony,Violent,Other Violent,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Violent_Other Violent,D Felony_Violent_Other Violent
769,771,2010,2013,Black,2,C Felony,Violent,Robbery,Discharged – End of Sentence,unknown,1,0,0,1,10.0,Violent_Robbery,C Felony_Violent_Robbery
770,772,2010,2013,Black,1,C Felony,Drug,Trafficking,Parole,8JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
771,773,2010,2013,Black,1,D Felony,Other,Other Criminal,Parole,1JD,0,1,0,1,5.0,Other_Other Criminal,D Felony_Other_Other Criminal
772,774,2010,2013,White,1,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Public Order_Sex Offender Registry/Residency,Aggravated Misdemeanor_Public Order_Sex Offender Registry/Residency
773,775,2010,2013,White,1,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Public Order_Sex Offender Registry/Residency,Aggravated Misdemeanor_Public Order_Sex Offender Registry/Residency
774,776,2010,2013,White,1,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Public Order_Sex Offender Registry/Residency,Aggravated Misdemeanor_Public Order_Sex Offender Registry/Residency
775,777,2010,2013,White,1,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Public Order_Sex Offender Registry/Residency,Aggravated Misdemeanor_Public Order_Sex Offender Registry/Residency
776,778,2010,2013,White,1,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Public Order_Sex Offender Registry/Residency,Aggravated Misdemeanor_Public Order_Sex Offender Registry/Residency
777,779,2010,2013,Black,1,C Felony,Drug,Trafficking,Parole,5JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
778,780,2010,2013,White,0,D Felony,Property,Theft,Discharged – End of Sentence,unknown,1,0,0,1,5.0,Property_Theft,D Felony_Property_Theft
779,781,2010,2013,American Native,1,D Felony,Property,Burglary,Parole,2JD,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
780,782,2010,2013,White,3,D Felony,Property,Theft,Parole,7JD,1,1,0,1,5.0,Property_Theft,D Felony_Property_Theft
781,783,2010,2013,Black,1,D Felony,Drug,Trafficking,Parole,1JD,0,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
782,784,2010,2013,White,4,D Felony,Drug,Drug Possession,Parole,5JD,0,1,1,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
783,785,2010,2013,White,2,D Felony,Property,Theft,Parole,2JD,0,1,0,1,5.0,Property_Theft,D Felony_Property_Theft
784,786,2010,2013,White,2,D Felony,Property,Theft,Parole,2JD,0,1,0,1,5.0,Property_Theft,D Felony_Property_Theft
785,787,2010,2013,White,2,D Felony,Property,Theft,Parole,2JD,0,1,0,1,5.0,Property_Theft,D Felony_Property_Theft
786,788,2010,2013,Black,0,D Felony,Public Order,Flight/Escape,Parole,3JD,0,1,1,1,5.0,Public Order_Flight/Escape,D Felony_Public Order_Flight/Escape
787,789,2010,2013,Black,2,Felony - Enhanced,Drug,Trafficking,Parole,1JD,1,1,0,1,10.0,Drug_Trafficking,Felony - Enhanced_Drug_Trafficking
788,790,2010,2013,Black,1,C Felony,Violent,Robbery,Parole,6JD,1,1,0,1,10.0,Violent_Robbery,C Felony_Violent_Robbery
789,791,2010,2013,White,1,Aggravated Misdemeanor,Property,Burglary,Parole,5JD,0,1,0,0,2.0,Property_Burglary,Aggravated Misdemeanor_Property_Burglary
790,792,2010,2013,White,3,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
791,793,2010,2013,American Native,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,1,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
792,794,2010,2013,White,3,Aggravated Misdemeanor,Violent,Sex,Special Sentence,5JD,1,1,0,0,2.0,Violent_Sex,Aggravated Misdemeanor_Violent_Sex
793,795,2010,2013,White,2,B Felony,Drug,Trafficking,Parole,5JD,1,1,1,1,50.0,Drug_Trafficking,B Felony_Drug_Trafficking
794,796,2010,2013,Black,0,C Felony,Violent,Assault,Parole,1JD,0,1,0,1,10.0,Violent_Assault,C Felony_Violent_Assault
795,797,2010,2013,Black,0,C Felony,Violent,Assault,Parole,1JD,0,1,0,1,10.0,Violent_Assault,C Felony_Violent_Assault
796,798,2010,2013,Black,0,C Felony,Violent,Assault,Parole,1JD,0,1,0,1,10.0,Violent_Assault,C Felony_Violent_Assault
797,799,2010,2013,Black,0,D Felony,Public Order,Weapons,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Public Order_Weapons,D Felony_Public Order_Weapons
798,800,2010,2013,Black,0,D Felony,Public Order,Weapons,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Public Order_Weapons,D Felony_Public Order_Weapons
799,801,2010,2013,Black,0,D Felony,Public Order,Weapons,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Public Order_Weapons,D Felony_Public Order_Weapons
800,802,2010,2013,White,1,D Felony,Public Order,OWI,Parole,2JD,1,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
801,803,2010,2013,White,3,C Felony,Violent,Assault,Parole,5JD,1,1,0,1,10.0,Violent_Assault,C Felony_Violent_Assault
802,804,2010,2013,White,3,D Felony,Public Order,OWI,Parole,7JD,0,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
803,805,2010,2013,White,3,D Felony,Public Order,OWI,Parole,7JD,0,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
804,806,2010,2013,White,3,D Felony,Public Order,OWI,Parole,7JD,0,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
805,807,2010,2013,White,3,D Felony,Public Order,Weapons,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Public Order_Weapons,D Felony_Public Order_Weapons
806,808,2010,2013,Black,2,C Felony,Violent,Other Violent,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Other Violent,C Felony_Violent_Other Violent
807,809,2010,2013,Black,2,C Felony,Violent,Other Violent,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Other Violent,C Felony_Violent_Other Violent
808,810,2010,2013,White,4,B Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,1,50.0,Violent_Sex,B Felony_Violent_Sex
809,811,2010,2013,White,4,Aggravated Misdemeanor,Violent,Sex,Special Sentence,5JD,1,1,0,0,2.0,Violent_Sex,Aggravated Misdemeanor_Violent_Sex
810,812,2010,2013,White,2,D Felony,Property,Theft,Discharged – End of Sentence,unknown,1,0,0,1,5.0,Property_Theft,D Felony_Property_Theft
811,813,2010,2013,White,2,D Felony,Violent,Assault,Parole,2JD,0,1,1,1,5.0,Violent_Assault,D Felony_Violent_Assault
812,814,2010,2013,White,4,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,1,0,1,1,5.0,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud
813,815,2010,2013,White,4,D Felony,Drug,Drug Possession,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
814,816,2010,2013,White,4,D Felony,Drug,Drug Possession,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
815,817,2010,2013,White,2,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,unknown,1,0,0,0,2.0,Public Order_Sex Offender Registry/Residency,Aggravated Misdemeanor_Public Order_Sex Offender Registry/Residency
816,818,2010,2013,White,1,Aggravated Misdemeanor,Violent,Assault,Parole,2JD,0,1,0,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
817,819,2010,2013,White,2,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,1,0,0,1,5.0,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud
818,820,2010,2013,White,1,C Felony,Property,Burglary,Parole,6JD,0,1,0,1,10.0,Property_Burglary,C Felony_Property_Burglary
819,821,2010,2013,White,1,C Felony,Property,Burglary,Parole,6JD,0,1,0,1,10.0,Property_Burglary,C Felony_Property_Burglary
820,822,2010,2013,Hispanic,0,D Felony,Public Order,OWI,Discharged – End of Sentence,unknown,1,0,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
821,823,2010,2013,White,0,Aggravated Misdemeanor,Violent,Sex,Special Sentence,5JD,1,1,0,0,2.0,Violent_Sex,Aggravated Misdemeanor_Violent_Sex
822,824,2010,2013,Black,1,C Felony,Drug,Trafficking,Parole,7JD,0,1,1,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
823,825,2010,2013,White,3,Aggravated Misdemeanor,Public Order,Alcohol,Parole,5JD,1,1,1,0,2.0,Public Order_Alcohol,Aggravated Misdemeanor_Public Order_Alcohol
824,826,2010,2013,White,2,D Felony,Violent,Assault,Parole,4JD,0,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
825,827,2010,2013,White,2,D Felony,Violent,Assault,Parole,4JD,0,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
826,828,2010,2013,Hispanic,1,C Felony,Drug,Trafficking,Parole,2JD,0,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
827,829,2010,2013,Hispanic,1,D Felony,Drug,Trafficking,Parole,2JD,0,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
828,830,2010,2013,White,1,C Felony,Drug,Trafficking,Parole,1JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
829,831,2010,2013,White,2,D Felony,Violent,Sex,Special Sentence,5JD,1,1,0,1,5.0,Violent_Sex,D Felony_Violent_Sex
830,832,2010,2013,Hispanic,2,D Felony,Public Order,OWI,Parole,6JD,1,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
831,833,2010,2013,White,1,D Felony,Property,Theft,Parole,4JD,0,1,0,1,5.0,Property_Theft,D Felony_Property_Theft
832,834,2010,2013,White,1,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,1,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
833,835,2010,2013,White,2,Felony - Enhanced,Property,Theft,Discharged – End of Sentence,unknown,1,0,1,1,10.0,Property_Theft,Felony - Enhanced_Property_Theft
834,836,2010,2013,White,0,C Felony,Property,Vandalism,Parole,7JD,0,1,0,1,10.0,Property_Vandalism,C Felony_Property_Vandalism
835,837,2010,2013,Black,2,C Felony,Drug,Trafficking,Parole,3JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
836,838,2010,2013,White,0,D Felony,Public Order,Traffic,Parole,3JD,1,1,0,1,5.0,Public Order_Traffic,D Felony_Public Order_Traffic
837,839,2010,2013,White,0,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,1,0,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
838,840,2010,2013,Black,1,C Felony,Drug,Trafficking,Parole,7JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
839,841,2010,2013,White,2,D Felony,Property,Burglary,Parole,3JD,1,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
840,842,2010,2013,White,1,D Felony,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,unknown,1,0,0,1,5.0,Public Order_Sex Offender Registry/Residency,D Felony_Public Order_Sex Offender Registry/Residency
841,843,2010,2013,White,1,D Felony,Public Order,Traffic,Parole,7JD,0,1,0,1,5.0,Public Order_Traffic,D Felony_Public Order_Traffic
842,844,2010,2013,Black,1,C Felony,Property,Theft,Parole,6JD,1,1,0,1,10.0,Property_Theft,C Felony_Property_Theft
843,845,2010,2013,White,3,D Felony,Public Order,OWI,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
844,846,2010,2013,White,3,D Felony,Public Order,OWI,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
845,847,2010,2013,White,3,D Felony,Public Order,OWI,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
846,848,2010,2013,White,3,D Felony,Public Order,OWI,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
847,849,2010,2013,White,3,D Felony,Public Order,OWI,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
848,850,2010,2013,White,3,D Felony,Public Order,OWI,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
849,851,2010,2013,White,3,D Felony,Public Order,OWI,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
850,852,2010,2013,White,3,D Felony,Public Order,OWI,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
851,853,2010,2013,White,3,D Felony,Public Order,OWI,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
852,854,2010,2013,White,3,D Felony,Public Order,OWI,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
853,855,2010,2013,White,3,D Felony,Public Order,OWI,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
854,856,2010,2013,White,3,D Felony,Public Order,OWI,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
855,857,2010,2013,White,2,C Felony,Violent,Murder/Manslaughter,Parole,5JD,0,1,0,1,10.0,Violent_Murder/Manslaughter,C Felony_Violent_Murder/Manslaughter
856,858,2010,2013,White,1,C Felony,Drug,Trafficking,Parole,5JD,1,1,0,1,10.0,Drug_Trafficking,C Felony_Drug_Trafficking
857,859,2010,2013,White,0,D Felony,Public Order,OWI,Parole,1JD,1,1,0,1,5.0,Public Order_OWI,D Felony_Public Order_OWI
858,860,2010,2013,White,1,D Felony,Property,Forgery/Fraud,Parole,4JD,1,1,0,1,5.0,Property_Forgery/Fraud,D Felony_Property_Forgery/Fraud
859,861,2010,2013,Black,2,C Felony,Property,Theft,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Property_Theft,C Felony_Property_Theft
860,862,2010,2013,Black,2,C Felony,Property,Theft,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Property_Theft,C Felony_Property_Theft
861,863,2010,2013,Black,2,C Felony,Property,Theft,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Property_Theft,C Felony_Property_Theft
862,864,2010,2013,White,2,D Felony,Drug,Drug Possession,Parole,8JD,0,1,0,1,5.0,Drug_Drug Possession,D Felony_Drug_Drug Possession
863,865,2010,2013,White,1,D Felony,Property,Burglary,Parole,4JD,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
864,866,2010,2013,White,1,D Felony,Property,Burglary,Parole,4JD,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
865,867,2010,2013,White,1,D Felony,Property,Burglary,Parole,4JD,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
866,868,2010,2013,White,1,D Felony,Property,Burglary,Parole,4JD,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
867,869,2010,2013,Black,2,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,1,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
868,870,2010,2013,Black,2,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,1,0,2.0,Violent_Assault,Aggravated Misdemeanor_Violent_Assault
869,871,2010,2013,Black,0,D Felony,Property,Burglary,Parole,8JD,0,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
870,872,2010,2013,White,0,Aggravated Misdemeanor,Property,Theft,Parole,5JD,0,1,1,0,2.0,Property_Theft,Aggravated Misdemeanor_Property_Theft
871,873,2010,2013,White,0,D Felony,Drug,Trafficking,Parole,3JD,0,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
872,874,2010,2013,White,0,D Felony,Drug,Trafficking,Parole,3JD,0,1,0,1,5.0,Drug_Trafficking,D Felony_Drug_Trafficking
873,875,2010,2013,Black,2,D Felony,Violent,Assault,Parole,5JD,1,1,0,1,5.0,Violent_Assault,D Felony_Violent_Assault
874,876,2010,2013,White,3,D Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,1,5.0,Violent_Sex,D Felony_Violent_Sex
875,877,2010,2013,White,0,D Felony,Violent,Sex,Special Sentence,7JD,1,1,0,1,5.0,Violent_Sex,D Felony_Violent_Sex
876,878,2010,2013,White,0,D Felony,Property,Burglary,Parole,8JD,1,1,0,1,5.0,Property_Burglary,D Felony_Property_Burglary
877,879,2010,2013,White,4,Felony - Enhanced,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Sex,Felony - Enhanced_Violent_Sex
878,880,2010,2013,White,4,Felony - Enhanced,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Sex,Felony - Enhanced_Violent_Sex
879,881,2010,2013,White,4,Felony - Enhanced,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Sex,Felony - Enhanced_Violent_Sex
880,882,2010,2013,Black,0,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,unknown,0,0,0,0,2.0,Public Order_Alcohol,Aggravated Misdemeanor_Public Order_Alcohol
881,883,2010,2013,White,0,C Felony,Violent,Other Violent,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Other Violent,C Felony_Violent_Other Violent
882,884,2010,2013,White,0,C Felony,Violent,Other Violent,Discharged – End of Sentence,unknown,0,0,0,1,10.0,Violent_Other Violent,C Felony_Violent_Other Violent
