Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism - Return to Prison,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type,Part of Target Population,Recidivism Type,Sex
2011,2014,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,Under 25,D Felony,Violent,Sex,Parole,7JD,No,,,,,Yes,No Recidivism,Female
2011,2014,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
2011,2014,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
2011,2014,Black - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Hispanic,25-34,C Felony,Violent,Assault,Parole,Interstate Compact,No,,,,,No,No Recidivism,Male
2011,2014,White - Hispanic,25-34,C Felony,Violent,Assault,Parole,Interstate Compact,No,,,,,No,No Recidivism,Male
2011,2014,American Indian or Alaska Native - Non-Hispanic,35-44,D Felony,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,American Indian or Alaska Native - Non-Hispanic,35-44,D Felony,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,Black - Non-Hispanic,Under 25,C Felony,Property,Burglary,Parole,7JD,No,,,,,Yes,No Recidivism,Male
2011,2014,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole,5JD,No,,,,,Yes,No Recidivism,Female
2011,2014,White - Hispanic,35-44,C Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,525,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,New,Male
2011,2014,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
2011,2014,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
2011,2014,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
2011,2014,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
2011,2014,Black - Non-Hispanic,35-44,D Felony,Violent,Assault,Discharged – End of Sentence,,Yes,334,C Felony,Violent,Robbery,No,New,Male
2011,2014,Black - Non-Hispanic,45-54,C Felony,Property,Theft,Parole,5JD,Yes,805,Serious Misdemeanor,Public Order,Traffic,Yes,New,Male
2011,2014,White - Non-Hispanic,25-34,Serious Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,Yes,952,Aggravated Misdemeanor,Drug,Drug Possession,No,New,Male
2011,2014,American Indian or Alaska Native - Non-Hispanic,35-44,D Felony,Violent,Other Violent,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,173,D Felony,Property,Theft,No,New,Male
2011,2014,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Parole,2JD,No,,,,,Yes,No Recidivism,Male
2011,2014,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
2011,2014,Black - Non-Hispanic,25-34,B Felony,Other,Other Criminal,Parole,Interstate Compact,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,1035,Aggravated Misdemeanor,Violent,Assault,No,New,Male
2011,2014,White - Hispanic,35-44,C Felony,Violent,Assault,Parole,Interstate Compact,No,,,,,No,No Recidivism,Male
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,6JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,Yes,435,D Felony,Property,Burglary,No,New,Male
2011,2014,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,Yes,706,,,,Yes,Tech,Male
2011,2014,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,5JD,Yes,152,Serious Misdemeanor,Public Order,OWI,Yes,New,Male
2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,601,,,,No,Tech,Male
2011,2014,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Other Violent,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,Black - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,2JD,No,,,,,Yes,No Recidivism,Male
2011,2014,Black - Non-Hispanic,35-44,B Felony,Violent,Other Violent,Parole,3JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,2JD,Yes,260,,,,Yes,Tech,Male
2011,2014,Black - Non-Hispanic,25-34,D Felony,Drug,Other Drug,Parole,3JD,Yes,454,D Felony,Drug,Trafficking,Yes,New,Male
2011,2014,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,Black - Hispanic,Under 25,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,5JD,No,,,,,Yes,No Recidivism,Female
2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,Interstate Compact,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,Yes,366,,,,No,Tech,Male
2011,2014,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,6JD,Yes,231,,,,Yes,Tech,Male
2011,2014,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Alcohol,Parole,1JD,No,,,,,No,No Recidivism,Male
2011,2014,Black - Non-Hispanic,35-44,C Felony,Violent,Robbery,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,Black - Non-Hispanic,35-44,C Felony,Violent,Robbery,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,2JD,Yes,231,D Felony,Drug,Drug Possession,Yes,New,Female
2011,2014,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
2011,2014,White - Hispanic,Under 25,D Felony,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Hispanic,Under 25,D Felony,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Hispanic,Under 25,D Felony,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Hispanic,Under 25,D Felony,Property,Burglary,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,725,C Felony,Drug,Trafficking,No,New,Male
2011,2014,Black - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,Yes,520,D Felony,Public Order,OWI,No,New,Male
2011,2014,Black - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,1JD,No,,,,,Yes,No Recidivism,Male
2011,2014,Black - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,1JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2011,2014,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole,2JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole,2JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,Interstate Compact,No,,,,,No,No Recidivism,Male
2011,2014,White - Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,Interstate Compact,No,,,,,No,No Recidivism,Male
2011,2014,White - Hispanic,Under 25,D Felony,Drug,Other Drug,Parole,Interstate Compact,No,,,,,No,No Recidivism,Male
2011,2014,White - Hispanic,25-34,C Felony,Violent,Assault,Discharged – End of Sentence,,Yes,629,D Felony,Property,Burglary,No,New,Male
2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Forgery/Fraud,Parole,7JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged – End of Sentence,,Yes,220,,,,No,Tech,Male
2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Theft,Parole,8JD,Yes,174,,,,Yes,Tech,Male
2011,2014,White - Non-Hispanic,45-54,C Felony,Violent,Assault,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2011,2014,Black - Non-Hispanic,55 and Older,C Felony,Property,Theft,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,Black - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,Black - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,Black - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,Black - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Special Sentence,3JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,2JD,Yes,74,C Felony,Property,Burglary,Yes,New,Male
2011,2014,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,8JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,Yes,219,D Felony,Drug,Drug Possession,Yes,New,Male
2011,2014,White - Non-Hispanic,25-34,D Felony,Public Order,Flight/Escape,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,25-34,D Felony,Public Order,Flight/Escape,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,25-34,D Felony,Public Order,Flight/Escape,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Hispanic,25-34,D Felony,Property,Theft,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
2011,2014,White - Non-Hispanic,Under 25,Serious Misdemeanor,Violent,Assault,Parole,5JD,Yes,77,,,,Yes,Tech,Male
2011,2014,N/A -,25-34,D Felony,Other,Other Criminal,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Hispanic,25-34,C Felony,Drug,Trafficking,Parole,3JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Hispanic,25-34,C Felony,Drug,Trafficking,Parole,3JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Non-Hispanic,55 and Older,D Felony,Violent,Sex,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,35-44,D Felony,Public Order,Other Public Order,Parole,5JD,Yes,253,,,,Yes,Tech,Male
2011,2014,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Other Public Order,Discharged – End of Sentence,,Yes,885,D Felony,Public Order,Other Public Order,No,New,Male
2011,2014,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,3JD,Yes,223,,,,Yes,Tech,Male
2011,2014,White - Hispanic,25-34,Aggravated Misdemeanor,Property,Forgery/Fraud,Parole,,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Hispanic,35-44,D Felony,Public Order,OWI,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2011,2014,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole,2JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,8JD,Yes,121,,,,Yes,Tech,Male
2011,2014,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2011,2014,Black - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2011,2014,Black - Non-Hispanic,45-54,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,Black - Non-Hispanic,45-54,D Felony,Violent,Assault,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,511,Aggravated Misdemeanor,Drug,Drug Possession,No,New,Female
2011,2014,White - Non-Hispanic,45-54,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,45-54,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,Under 25,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,4JD,Yes,132,,,,Yes,Tech,Male
2011,2014,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged – End of Sentence,,Yes,578,D Felony,Public Order,OWI,No,New,Male
2011,2014,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,498,Aggravated Misdemeanor,Public Order,Alcohol,No,New,Male
2011,2014,White - Non-Hispanic,25-34,C Felony,Violent,Robbery,Parole,6JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,1JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,1JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,1JD,No,,,,,Yes,No Recidivism,Male
2011,2014,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,1JD,Yes,189,,,,Yes,Tech,Male
2011,2014,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2011,2014,Black - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,1JD,Yes,193,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,New,Female
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Non-Hispanic,25-34,D Felony,Other,Other Criminal,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,Yes,191,D Felony,Public Order,Weapons,No,New,Male
2011,2014,White - Hispanic,25-34,D Felony,Public Order,Flight/Escape,Parole,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,55 and Older,B Felony,Violent,Sex,Parole,3JD,Yes,438,,,,Yes,Tech,Male
2011,2014,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Burglary,Parole,5JD,No,,,,,Yes,No Recidivism,Male
2011,2014,Black - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
2011,2014,White - Non-Hispanic,45-54,C Felony,Property,Burglary,Parole,1JD,No,,,,,Yes,No Recidivism,Female
2011,2014,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,5JD,Yes,766,D Felony,Property,Burglary,Yes,New,Male
2011,2014,White - Non-Hispanic,25-34,C Felony,Property,Arson,Discharged – End of Sentence,,Yes,932,D Felony,Drug,Trafficking,No,New,Male
2011,2014,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,4JD,No,,,,,Yes,No Recidivism,Female
2011,2014,White - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole,7JD,No,,,,,Yes,No Recidivism,Male
2011,2014,White - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole,7JD,No,,,,,Yes,No Recidivism,Male
2011,2014,American Indian or Alaska Native - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,3JD,No,,,,,Yes,No Recidivism,Male
2011,2014,Black - Non-Hispanic,Under 25,D Felony,Violent,Assault,Parole,5JD,Yes,238,C Felony,Property,Burglary,Yes,New,Male
2011,2014,White - Non-Hispanic,35-44,D Felony,Violent,Assault,Parole,8JD,No,,,,,Yes,No Recidivism,Male
2011,2014,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,1017,Aggravated Misdemeanor,Violent,Assault,No,New,Female
2011,2014,Black - Non-Hispanic,45-54,C Felony,Violent,Robbery,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,Black - Non-Hispanic,45-54,C Felony,Violent,Robbery,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Male
2011,2014,White - Non-Hispanic,35-44,C Felony,Violent,Assault,Parole,2JD,No,,,,,Yes,No Recidivism,Female
2011,2014,White - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,2JD,Yes,533,,,,Yes,Tech,Male
2011,2014,White - Non-Hispanic,35-44,Serious Misdemeanor,Public Order,OWI,Parole,2JD,Yes,288,B Felony,Drug,Trafficking,Yes,New,Male
2011,2014,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,8JD,Yes,302,Aggravated Misdemeanor,Public Order,Traffic,Yes,New,Male
2011,2014,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Violent,Sex,Special Sentence,6JD,Yes,41,,,,Yes,Tech,Male
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
2011,2014,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,,No,,,,,No,No Recidivism,Female
2011,2014,White - Non-Hispanic,Under 25,C Felony,Property,Theft,Parole,8JD,Yes,175,,,,Yes,Tech,Male
